Andaman & Nicobar Islands,2001,0
Andhra Pradesh,2001,511
Arunachal Pradesh,2001,0
Assam,2001,48
Bihar,2001,249
Chandigarh,2001,15
Dadra & Nagar Haveli,2001,1
Daman & Diu,2001,2
Delhi,2001,181
Goa,2001,14
Gujarat,2001,329
Haryana,2001,245
Himachal Pradesh,2001,196
Jammu & Kashmir,2001,356
Karnataka,2001,517
Kerala,2001,591
Lakshadweep,2001,1
Madhya Pradesh,2001,632
Maharashtra,2001,1002
Manipur,2001,13
Meghalaya,2001,1
Mizoram,2001,2
Nagaland,2001,4
Odisha,2001,623
Puducherry,2001,9
Punjab,2001,586
Rajasthan,2001,1572
Sikkim,2001,59
Tamil Nadu,2001,174
Tripura,2001,2
Uttar Pradesh,2001,150
Uttarakhand,2001,17
West Bengal,2001,28
Andaman & Nicobar Islands,2002,0
Andhra Pradesh,2002,647
Arunachal Pradesh,2002,0
Assam,2002,50
Bihar,2002,183
Chandigarh,2002,14
Chhattisgarh,2002,163
Dadra & Nagar Haveli,2002,1
Daman & Diu,2002,3
Delhi,2002,140
Goa,2002,21
Gujarat,2002,269
Haryana,2002,370
Himachal Pradesh,2002,182
Jammu & Kashmir,2002,373
Jharkhand,2002,143
Karnataka,2002,351
Kerala,2002,619
Lakshadweep,2002,0
Madhya Pradesh,2002,505
Maharashtra,2002,969
Manipur,2002,17
Meghalaya,2002,0
Mizoram,2002,3
Nagaland,2002,4
Odisha,2002,600
Puducherry,2002,10
Punjab,2002,623
Rajasthan,2002,1572
Sikkim,2002,54
Tamil Nadu,2002,227
Tripura,2002,2
Uttar Pradesh,2002,292
Uttarakhand,2002,18
West Bengal,2002,26
Andaman & Nicobar Islands,2003,10
Andhra Pradesh,2003,681
Arunachal Pradesh,2003,3
Assam,2003,74
Bihar,2003,196
Chandigarh,2003,16
Chhattisgarh,2003,122
Dadra & Nagar Haveli,2003,1
Daman & Diu,2003,3
Delhi,2003,158
Goa,2003,21
Gujarat,2003,313
Haryana,2003,414
Himachal Pradesh,2003,205
Jammu & Kashmir,2003,363
Jharkhand,2003,116
Karnataka,2003,233
Kerala,2003,707
Lakshadweep,2003,1
Madhya Pradesh,2003,480
Maharashtra,2003,1030
Manipur,2003,17
Meghalaya,2003,0
Mizoram,2003,0
Nagaland,2003,4
Odisha,2003,624
Puducherry,2003,10
Punjab,2003,623
Rajasthan,2003,1491
Sikkim,2003,49
Tamil Nadu,2003,268
Tripura,2003,2
Uttarakhand,2003,15
West Bengal,2003,26
Andaman & Nicobar Islands,2004,10
Andhra Pradesh,2004,584
Arunachal Pradesh,2004,3
Assam,2004,71
Bihar,2004,210
Chandigarh,2004,18
Chhattisgarh,2004,108
Dadra & Nagar Haveli,2004,1
Daman & Diu,2004,2
Delhi,2004,174
Goa,2004,1
Gujarat,2004,290
Haryana,2004,336
Himachal Pradesh,2004,172
Jammu & Kashmir,2004,325
Jharkhand,2004,118
Karnataka,2004,216
Kerala,2004,698
Lakshadweep,2004,0
Madhya Pradesh,2004,376
Maharashtra,2004,966
Manipur,2004,15
Meghalaya,2004,0
Mizoram,2004,0
Nagaland,2004,6
Odisha,2004,570
Puducherry,2004,10
Punjab,2004,860
Rajasthan,2004,1504
Sikkim,2004,54
Tamil Nadu,2004,321
Tripura,2004,4
Uttar Pradesh,2004,49
Uttarakhand,2004,26
West Bengal,2004,25
Andaman & Nicobar Islands,2005,12
Andhra Pradesh,2005,530
Arunachal Pradesh,2005,3
Assam,2005,78
Bihar,2005,340
Chandigarh,2005,22
Chhattisgarh,2005,119
Dadra & Nagar Haveli,2005,1
Daman & Diu,2005,1
Delhi,2005,205
Goa,2005,3
Gujarat,2005,340
Haryana,2005,350
Himachal Pradesh,2005,181
Jammu & Kashmir,2005,278
Karnataka,2005,455
Kerala,2005,663
Lakshadweep,2005,0
Madhya Pradesh,2005,136
Maharashtra,2005,908
Manipur,2005,15
Meghalaya,2005,2
Mizoram,2005,2
Nagaland,2005,7
Odisha,2005,701
Puducherry,2005,11
Punjab,2005,925
Rajasthan,2005,1362
Sikkim,2005,45
Tamil Nadu,2005,392
Tripura,2005,5
Uttar Pradesh,2005,97
Uttarakhand,2005,20
West Bengal,2005,25
Andaman & Nicobar Islands,2006,13
Andhra Pradesh,2006,466
Arunachal Pradesh,2006,3
Assam,2006,80
Bihar,2006,331
Chandigarh,2006,31
Chhattisgarh,2006,105
Dadra & Nagar Haveli,2006,0
Daman & Diu,2006,1
Delhi,2006,237
Goa,2006,17
Gujarat,2006,400
Haryana,2006,521
Himachal Pradesh,2006,178
Jammu & Kashmir,2006,235
Jharkhand,2006,109
Karnataka,2006,484
Kerala,2006,653
Lakshadweep,2006,0
Madhya Pradesh,2006,120
Maharashtra,2006,1012
Manipur,2006,10
Meghalaya,2006,3
Mizoram,2006,2
Nagaland,2006,0
Odisha,2006,630
Puducherry,2006,8
Punjab,2006,834
Rajasthan,2006,1383
Sikkim,2006,43
Tamil Nadu,2006,371
Tripura,2006,8
Uttar Pradesh,2006,174
Uttarakhand,2006,29
West Bengal,2006,25
Andaman & Nicobar Islands,2007,14
Andhra Pradesh,2007,360
Arunachal Pradesh,2007,0
Assam,2007,81
Bihar,2007,353
Chandigarh,2007,31
Chhattisgarh,2007,108
Dadra & Nagar Haveli,2007,0
Daman & Diu,2007,0
Delhi,2007,203
Goa,2007,17
Gujarat,2007,340
Haryana,2007,554
Himachal Pradesh,2007,315
Jammu & Kashmir,2007,200
Jharkhand,2007,113
Karnataka,2007,583
Kerala,2007,649
Lakshadweep,2007,0
Madhya Pradesh,2007,98
Maharashtra,2007,1133
Manipur,2007,12
Meghalaya,2007,5
Mizoram,2007,12
Nagaland,2007,11
Odisha,2007,670
Puducherry,2007,9
Punjab,2007,665
Rajasthan,2007,1223
Sikkim,2007,48
Tamil Nadu,2007,443
Tripura,2007,5
Uttar Pradesh,2007,244
Uttarakhand,2007,31
West Bengal,2007,6
Andaman & Nicobar Islands,2008,16
Andhra Pradesh,2008,523
Arunachal Pradesh,2008,3
Assam,2008,80
Bihar,2008,202
Chandigarh,2008,37
Chhattisgarh,2008,122
Dadra & Nagar Haveli,2008,0
Daman & Diu,2008,0
Delhi,2008,190
Goa,2008,17
Gujarat,2008,373
Haryana,2008,501
Himachal Pradesh,2008,322
Jammu & Kashmir,2008,141
Jharkhand,2008,124
Karnataka,2008,719
Kerala,2008,625
Lakshadweep,2008,2
Madhya Pradesh,2008,98
Maharashtra,2008,1191
Manipur,2008,12
Meghalaya,2008,3
Mizoram,2008,8
Nagaland,2008,17
Odisha,2008,692
Puducherry,2008,14
Punjab,2008,630
Rajasthan,2008,1163
Sikkim,2008,55
Tamil Nadu,2008,477
Tripura,2008,2
Uttar Pradesh,2008,173
Uttarakhand,2008,22
West Bengal,2008,0
Andaman & Nicobar Islands,2009,14
Andhra Pradesh,2009,602
Arunachal Pradesh,2009,10
Assam,2009,77
Bihar,2009,258
Chandigarh,2009,37
Chhattisgarh,2009,134
Dadra & Nagar Haveli,2009,0
Daman & Diu,2009,0
Delhi,2009,169
Goa,2009,5
Gujarat,2009,370
Haryana,2009,359
Himachal Pradesh,2009,405
Jammu & Kashmir,2009,246
Jharkhand,2009,124
Karnataka,2009,1018
Kerala,2009,621
Lakshadweep,2009,0
Madhya Pradesh,2009,184
Maharashtra,2009,1228
Manipur,2009,12
Meghalaya,2009,3
Mizoram,2009,10
Nagaland,2009,35
Odisha,2009,911
Puducherry,2009,22
Punjab,2009,614
Rajasthan,2009,1055
Sikkim,2009,58
Tamil Nadu,2009,845
Tripura,2009,1
Uttar Pradesh,2009,132
Uttarakhand,2009,21
West Bengal,2009,0
Andaman & Nicobar Islands,2010,15
Andhra Pradesh,2010,565
Arunachal Pradesh,2010,7
Assam,2010,76
Bihar,2010,274
Chandigarh,2010,20
Chhattisgarh,2010,165
Dadra & Nagar Haveli,2010,0
Daman & Diu,2010,0
Delhi,2010,193
Goa,2010,12
Gujarat,2010,398
Haryana,2010,275
Himachal Pradesh,2010,406
Jammu & Kashmir,2010,227
Jharkhand,2010,135
Karnataka,2010,1130
Kerala,2010,719
Lakshadweep,2010,5
Madhya Pradesh,2010,239
Maharashtra,2010,1252
Manipur,2010,24
Meghalaya,2010,3
Mizoram,2010,17
Nagaland,2010,55
Odisha,2010,1086
Puducherry,2010,24
Punjab,2010,476
Rajasthan,2010,1316
Sikkim,2010,57
Tamil Nadu,2010,846
Tripura,2010,0
Uttar Pradesh,2010,121
Uttarakhand,2010,14
West Bengal,2010,0
